electro_Dirección,electro_Región,electro_Comuna,electro_lat,electro_lon,electro_Potencia (en kW) Electrolinera,electro_Tipo corriente,electro_Potencia (en kW) cargador,cargadores_iniciales,dpc_name,dpc_amenity,dpc_shop,dpc_building,dpc_leisure,dpc_comuna,dpc_lon,dpc_lat,dpc_tipo_osm,Pcap,distancia_m
,,,,,,,,0,,,,commercial,,Las Condes,-70.58158408240787,-33.41351744270396,commercial,10,
,,,,,,,,0,Estacionamiento Clinica UC San Carlos de Apoquindo,parking,,,,Las Condes,-70.50942736606306,-33.40100801957305,parking,25,
,,,,,,,,0,Estacionamiento Clinica UC San Carlos de Apoquindo,parking,,,,Las Condes,-70.509654852941,-33.39992268100896,parking,25,
,,,,,,,,0,Estacionamiento Clinica UC San Carlos de Apoquindo,parking,,,,Las Condes,-70.50814359464542,-33.400109289628574,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50756653656069,-33.40090458988099,parking,25,
,,,,,,,,0,,,mall,commercial,,Las Condes,-70.53776137902736,-33.38725964052466,mall,20,
,,,,,,,,0,,parking,,,,Las Condes,-70.53678857391182,-33.39616032256456,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.54549067081727,-33.40765413351567,parking,25,
,,,,,,,,0,Edificio 360,,,commercial,,Las Condes,-70.58219618828365,-33.40445787777592,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.504416365403,-33.4052525594231,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50487531036761,-33.405340306654885,parking,25,
,,,,,,,,0,Oxxo,,convenience,retail,,Las Condes,-70.55719519189871,-33.417944282829055,convenience,13,
,,,,,,,,0,Estacionamiento Jumbo,parking,,yes,,Las Condes,-70.53966704153218,-33.42800120381452,parking,25,
,,,,,,,,0,,,,office,,Las Condes,-70.57039684402896,-33.406003027359446,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.56968746397595,-33.40584889355024,office,8,
,,,,,,,,0,,parking,,,,Las Condes,-70.58478482644543,-33.405534951577565,parking,25,
,,,,,,,,0,Universidad del Desarrollo,university,,,,Las Condes,-70.50089351559079,-33.39196733209275,university,10,
,,,,,,,,0,Universidad del Desarrollo,university,,,,Las Condes,-70.50089351559079,-33.39196733209275,university,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.53805986108236,-33.40455159978955,parking,25,
,,,,,,,,0,Parque Arauco,,mall,retail,,Las Condes,-70.57838950291993,-33.40226903677689,mall,20,
,,,,,,,,0,,parking,,,,Las Condes,-70.56730854989543,-33.40532895007911,parking,25,
,,,,,,,,0,Hospital FACh,parking,,,,Las Condes,-70.54582017464577,-33.39718125320695,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.52233928188487,-33.410958216644204,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.53717124421665,-33.403633700907854,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.53654949070932,-33.40404200557836,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.55039892629156,-33.39747902120294,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.53921112112955,-33.38764923145591,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.49476195209662,-33.39486295720081,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.49439886908785,-33.39494118512259,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.52084382872101,-33.375676989826104,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.56435586959287,-33.400362529671284,parking,25,
,,,,,,,,0,"Estacionamiento Universidad Andres Bello, campus Casona las Condes",parking,,,,Las Condes,-70.50681622753615,-33.37539843688824,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5049627889307,-33.375123234460915,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50363689999891,-33.40736259955855,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50271980676493,-33.40909836097772,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50256241797855,-33.408294739207115,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5051323115779,-33.40680735429936,parking,25,
,,,,,,,,0,Colegio Padre Hurtado y Juanita de los Andes,parking,,,,Las Condes,-70.51199179688567,-33.41443169327928,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5369607136754,-33.40462011890586,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.53716433653705,-33.40652987461704,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50904825370245,-33.4001673230115,parking,25,
,,,,,,,,0,Universidad de Los Andes,parking,,,,Las Condes,-70.50764371522354,-33.40501324930726,parking,25,
,,,,,,,,0,Universidad de Los Andes,parking,,,,Las Condes,-70.50662538732762,-33.40235444382837,parking,25,
,,,,,,,,0,Universidad de Los Andes,parking,,,,Las Condes,-70.50829390026729,-33.4035594999141,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50584167724145,-33.40683266524236,parking,25,
,,,,,,,,0,Copec,fuel,,,,Las Condes,-70.5518140961559,-33.39828462427071,fuel,10,
,,,,,,,,0,Copec,fuel,,,,Las Condes,-70.5513346160039,-33.40805525172151,fuel,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.59596685889586,-33.42141034816022,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.55204095928838,-33.418493275116454,parking,25,
,,,,,,,,0,,parking,,yes,,Las Condes,-70.5528120384307,-33.41649262765109,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.53473122163719,-33.39669644723863,parking,25,
,,,,,,,,0,Torre 1 MUT,,,office,,Las Condes,-70.60101052972448,-33.41752026301757,office,8,
,,,,,,,,0,Torre 3 MUT,,,office,,Las Condes,-70.60080337301666,-33.41704114269523,office,8,
,,,,,,,,0,Torre 2 MUT,,,office,,Las Condes,-70.60148218698255,-33.417277652498534,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.60419453826316,-33.414851202380206,office,8,
,,,,,,,,0,,parking,,,,Las Condes,-70.58915640001989,-33.418129849986215,parking,25,
,,,,,,,,0,Music Hall Chile,,,retail,,Las Condes,-70.55262552463815,-33.39989102652949,retail,6,
,,,,,,,,0,Express Pet,,pet,retail,,Las Condes,-70.59023944999922,-33.425788150007804,pet,13,
,,,,,,,,0,,parking,,,,Las Condes,-70.56585831216671,-33.41709458039715,parking,25,
,,,,,,,,0,Edificio Nueva Córdova,,,office,,Las Condes,-70.57557497794838,-33.40602362468579,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.57570819625658,-33.4056617906231,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.56888462007022,-33.40600713244193,office,8,
,,,,,,,,0,,,,retail,,Las Condes,-70.56956843435749,-33.40624396716833,retail,6,
,,,,,,,,0,Jardín Infantil Little Seeds,kindergarten,,retail,,Las Condes,-70.57288485747785,-33.41881873217694,kindergarten,13,
,,,,,,,,0,,,,retail,,Las Condes,-70.57056276442484,-33.418117671676555,retail,6,
,,,,,,,,0,,,,retail,,Las Condes,-70.5708910695908,-33.41822255742757,retail,6,
,,,,,,,,0,,parking,,,,Las Condes,-70.55361078414725,-33.40796394674693,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.49402230300866,-33.36573004078389,parking,25,
,,,,,,,,0,,,,office,,Las Condes,-70.56438003102916,-33.4083991090378,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.56441281805219,-33.40827275452686,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.56413673590967,-33.40822879321537,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5638331487841,-33.40809458046032,commercial,10,
,,,,,,,,0,,,,retail,,Las Condes,-70.56515594994161,-33.4084584233187,retail,6,
,,,,,,,,0,,parking,,,,Las Condes,-70.55847708441505,-33.4043537954824,parking,25,
,,,,,,,,0,Torre de La Costanera,,,office,,Las Condes,-70.60516708854779,-33.41517878875859,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.59094731160016,-33.41726619025818,office,8,
,,,,,,,,0,Torre 4 MUT,,,office,,Las Condes,-70.60051124889137,-33.41733472922703,office,8,
,,,,,,,,0,Orexplore Chile SPA,,,office,,Las Condes,-70.57652027692902,-33.408763822004225,office,8,
,,,,,,,,0,Benetton,,,retail,,Las Condes,-70.57678813211369,-33.40887726695345,retail,6,
,,,,,,,,0,,parking,,,,Las Condes,-70.57834287079795,-33.406744294978964,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5095818415004,-33.38195588089373,parking,25,
,,,,,,,,0,Estacionamiento 5,parking,,,,Las Condes,-70.50032924964583,-33.393870010773554,parking,25,
,,,,,,,,0,Estacionamiento 7,parking,,,,Las Condes,-70.50116765067021,-33.3939033996996,parking,25,
,,,,,,,,0,Estacionamiento Parque Natural Aguas de Ramón,parking,,,,Las Condes,-70.52079422873801,-33.43250514223338,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5693496674531,-33.408469652665026,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.56931294656691,-33.40732560097444,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57087346347735,-33.40802338972184,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60228367358981,-33.41739389377413,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.56495716712494,-33.41720795081798,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.53867562258522,-33.42468074590864,parking,25,
,,,,,,,,0,Emprendedores,,,commercial,,Las Condes,-70.55262872192718,-33.409104655017025,commercial,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.57710640744475,-33.40772823404176,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5060849895105,-33.39908789377182,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5058224713284,-33.396684664539585,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50463374642636,-33.39667065404349,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5065245191508,-33.39544603375504,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50639395409641,-33.395669751428514,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50495016633771,-33.395733571943346,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.58526001481758,-33.41507034552566,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.528029081249,-33.423184605541856,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.52835627943053,-33.38623219430899,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.54287870996912,-33.40704997032289,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.51183231736826,-33.41210940010752,commercial,10,
,,,,,,,,0,,,,office,,Las Condes,-70.60446412016458,-33.411898974549565,office,8,
,,,,,,,,0,,parking,,,,Las Condes,-70.600927081721,-33.40962657362664,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.60064581738416,-33.4091584942689,parking,25,
,,,,,,,,0,,,,office,,Las Condes,-70.57260588173861,-33.410724890083586,office,8,
,,,,,,,,0,,,,office,,Las Condes,-70.57263571212235,-33.411008375283004,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5725466176397,-33.43092567675544,commercial,10,
,,,,,,,,0,Escuela Militar,parking,,,,Las Condes,-70.5848265047435,-33.41094599058079,parking,25,
,,,,,,,,0,Pádel Cerro Colorado,parking,,,,Las Condes,-70.58141710012949,-33.4054108336838,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.51138382534891,-33.41874251261499,parking,25,
,,,,,,,,0,Estacionamiento 8,parking,,,,Las Condes,-70.50342621435985,-33.396222119543765,parking,25,
,,,,,,,,0,Estacionamiento 1 Livingstone,parking,,,,Las Condes,-70.50194020499835,-33.39547254333665,parking,25,
,,,,,,,,0,Estacionamiento 2 Fouillioux Bajo,parking,,,,Las Condes,-70.49947605955053,-33.39636297191869,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.50223804847634,-33.39661513287812,parking,25,
,,,,,,,,0,Estacionamiento 6 Fouillioux Alto,parking,,,,Las Condes,-70.4999844138159,-33.394683255267815,parking,25,
,,,,,,,,0,Estacionamiento 6 Fouillioux Alto,parking,,,,Las Condes,-70.49872249997512,-33.395366850155135,parking,25,
,,,,,,,,0,Estacionamiento 6 Prieto,parking,,,,Las Condes,-70.50003493647543,-33.395128713817,parking,25,
,,,,,,,,0,Estacionamiento 3,parking,,,,Las Condes,-70.49909331359723,-33.397053974009694,parking,25,
,,,,,,,,0,Estacionamiento 3,parking,,,,Las Condes,-70.4984828868699,-33.3962773975702,parking,25,
,,,,,,,,0,Estacionamiento 4,parking,,,,Las Condes,-70.49837056723524,-33.39689175653658,parking,25,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57537798473129,-33.403148337739566,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.57488428093522,-33.403454563933515,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5751371081954,-33.40300225104683,commercial,10,
